project_id,state,project_type,land_area_hectares,affected_families,compensation_disbursed_pct,approval_stage_days,legal_disputes_count,rehabilitation_progress_pct,documentation_completeness_pct,stakeholder_responsiveness_score,past_dept_delay_rate_pct,delayed
LA-1266,Karnataka,Industrial Corridor,50.3,376,56.6,159,1,14.0,97.7,9.4,65.8,0
LA-1267,Tamil Nadu,Power Transmission Line,89.4,1088,55.9,651,1,62.1,73.6,6.6,29.9,1
LA-1268,Odisha,Highway,15.1,1493,68.4,685,0,38.4,44.6,2.4,13.9,0
LA-1269,Odisha,Railway,65.3,538,36.9,593,0,39.7,43.3,2.4,46.8,0
LA-1270,Madhya Pradesh,Irrigation Canal,129.4,1933,53.0,730,0,24.3,89.0,5.3,49.7,0
LA-1271,Uttar Pradesh,Power Transmission Line,41.3,1226,41.5,634,1,15.2,34.0,7.6,6.9,0
LA-1272,Bihar,Irrigation Canal,47.0,1547,29.5,574,1,8.0,95.6,5.5,67.4,1
LA-1273,Jharkhand,Power Transmission Line,23.8,144,9.7,801,0,30.2,94.5,8.2,37.2,0
LA-1274,Rajasthan,Port Development,59.0,1536,25.6,298,0,58.8,59.3,7.9,41.8,0
LA-1275,Karnataka,Railway,21.0,676,68.2,416,0,59.8,83.6,2.8,23.3,0
LA-1276,Karnataka,Irrigation Canal,39.5,1421,19.9,511,1,22.0,80.6,2.2,33.3,0
LA-1277,Punjab,Railway,9.9,1609,57.6,605,0,32.7,29.2,7.4,19.8,0
LA-1278,Maharashtra,Irrigation Canal,1.5,504,43.8,434,0,45.0,77.0,3.9,30.7,0
LA-1279,Maharashtra,Urban Metro,28.1,522,80.6,402,0,63.1,86.1,9.4,38.4,0
LA-1280,Madhya Pradesh,Highway,27.7,123,36.3,157,0,55.5,79.9,8.8,11.4,0
LA-1281,Karnataka,Irrigation Canal,30.1,1212,34.5,577,1,88.9,82.0,5.1,23.2,0
LA-1282,Telangana,Highway,70.3,1549,24.2,120,0,38.6,25.9,6.2,38.3,0
LA-1283,Karnataka,Dam/Reservoir,82.8,823,54.4,432,2,16.6,24.3,8.6,26.6,0
LA-1284,Karnataka,Urban Metro,51.9,326,56.7,373,2,39.7,80.9,8.8,71.4,0
LA-1285,Jharkhand,Railway,66.8,636,44.8,701,0,46.2,78.6,6.0,43.6,0
LA-1286,Bihar,Railway,21.6,808,55.8,434,3,79.8,41.6,9.7,19.6,1
LA-1287,Odisha,Highway,17.1,1832,65.0,14,1,31.0,83.2,5.7,75.6,0
LA-1288,Gujarat,Power Transmission Line,59.9,252,43.4,460,2,87.3,57.0,1.4,63.4,1
LA-1289,Karnataka,Port Development,14.9,689,49.7,201,0,37.0,76.5,6.1,39.7,0
LA-1290,Punjab,Industrial Corridor,13.3,1277,63.0,348,1,53.4,88.1,8.0,31.1,1
LA-1291,Madhya Pradesh,Dam/Reservoir,218.7,477,57.3,273,0,58.3,93.2,9.9,46.9,0
LA-1292,Jharkhand,Irrigation Canal,43.4,1770,94.1,158,1,34.0,66.5,1.9,27.3,0
LA-1293,Tamil Nadu,Irrigation Canal,27.7,1819,84.0,851,0,7.7,52.4,5.0,38.9,1
LA-1294,Gujarat,Power Transmission Line,25.1,763,54.9,235,0,16.8,91.6,6.3,22.9,0
LA-1295,Gujarat,Railway,10.2,1493,15.4,461,1,8.6,28.1,8.9,58.5,0
LA-1296,Haryana,Dam/Reservoir,51.1,1513,61.6,747,1,14.2,78.1,7.4,8.6,1
LA-1297,Karnataka,Railway,32.5,1365,68.7,334,2,14.2,51.7,3.1,7.4,0
LA-1298,Madhya Pradesh,Power Transmission Line,81.2,377,23.5,844,0,50.4,37.8,8.7,28.5,0
LA-1299,Uttar Pradesh,Industrial Corridor,61.2,103,66.8,369,0,72.7,67.5,7.0,34.5,0
LA-1300,Tamil Nadu,Highway,31.6,697,42.8,852,0,15.4,95.9,9.1,37.6,0
LA-1301,Haryana,Power Transmission Line,4.9,266,50.3,412,1,65.1,45.7,8.5,31.6,0
LA-1302,Uttar Pradesh,Power Transmission Line,43.5,588,45.8,22,0,23.7,88.0,2.2,23.1,0
LA-1303,Assam,Irrigation Canal,40.6,1278,34.6,782,1,15.6,41.7,9.6,30.0,0
LA-1304,Gujarat,Railway,3.6,1179,40.7,778,0,52.9,89.4,5.1,30.3,0
LA-1305,Bihar,Highway,56.2,422,52.9,866,0,76.9,67.4,9.8,12.4,0
LA-1306,Madhya Pradesh,Highway,14.4,40,69.2,120,0,19.6,71.1,2.7,52.5,0
LA-1307,Gujarat,Power Transmission Line,84.1,455,80.6,761,1,42.4,73.1,8.1,54.9,0
LA-1308,Tamil Nadu,Highway,38.7,912,69.5,314,1,12.0,24.3,3.7,42.2,0
LA-1309,Maharashtra,Dam/Reservoir,24.5,1559,47.1,759,1,58.5,38.2,1.4,41.1,1
LA-1310,Telangana,Railway,48.3,733,23.7,867,0,18.6,41.3,9.9,8.3,0
LA-1311,Telangana,Urban Metro,46.1,575,43.0,187,0,58.8,80.6,3.7,16.0,0
LA-1312,Maharashtra,Urban Metro,44.8,1104,25.8,340,0,45.5,96.3,1.7,25.1,0
LA-1313,Madhya Pradesh,Power Transmission Line,76.6,147,59.4,249,0,11.6,91.5,8.7,27.2,0
LA-1314,West Bengal,Dam/Reservoir,50.5,454,14.8,281,0,53.3,94.4,4.9,73.8,0
LA-1315,Telangana,Highway,22.6,77,43.0,540,1,75.9,54.7,6.2,66.7,0
LA-1316,Kerala,Railway,33.3,1053,32.1,377,1,21.6,59.8,9.9,12.0,1
LA-1317,Kerala,Irrigation Canal,105.2,889,64.8,593,0,31.8,91.3,5.3,34.4,1
LA-1318,Jharkhand,Railway,20.9,1167,84.4,610,1,8.1,74.8,1.6,26.8,1
LA-1319,Punjab,Irrigation Canal,55.6,1236,53.0,190,2,34.2,76.6,7.2,2.4,0
LA-1320,Tamil Nadu,Irrigation Canal,78.5,793,37.5,49,0,59.5,70.1,7.4,52.4,0
LA-1321,Maharashtra,Port Development,59.5,1738,81.9,674,1,32.4,60.9,2.7,29.7,1
LA-1322,Odisha,Irrigation Canal,43.7,1836,52.0,171,0,55.1,53.2,5.9,48.9,0
LA-1323,Assam,Dam/Reservoir,49.0,226,29.8,187,0,44.6,83.3,4.3,87.8,0
LA-1324,Jharkhand,Port Development,62.3,1840,26.7,545,0,33.3,63.7,1.4,43.8,1
LA-1325,West Bengal,Dam/Reservoir,20.6,397,39.6,244,2,49.4,70.0,3.8,36.2,1
LA-1326,West Bengal,Highway,40.8,500,64.0,178,1,39.6,67.7,9.2,13.4,0
LA-1327,Uttar Pradesh,Dam/Reservoir,161.2,1061,44.7,283,2,50.9,92.9,3.7,75.4,1
LA-1328,Bihar,Industrial Corridor,56.8,63,26.6,475,0,35.3,68.1,3.0,18.6,0
LA-1329,Gujarat,Dam/Reservoir,44.9,731,41.9,762,1,60.2,30.4,9.5,9.0,0
LA-1330,Gujarat,Irrigation Canal,30.6,393,79.5,889,3,73.1,64.5,4.4,74.6,1
LA-1331,Tamil Nadu,Dam/Reservoir,20.8,967,69.9,661,1,31.5,24.7,9.5,69.4,0
LA-1332,Madhya Pradesh,Industrial Corridor,50.2,1630,49.3,809,0,11.6,96.4,8.9,42.5,0
LA-1333,Haryana,Highway,52.8,1848,58.7,482,0,28.5,44.3,5.2,50.5,0
LA-1334,Karnataka,Power Transmission Line,38.7,428,69.5,373,0,34.9,98.4,4.5,44.2,0
LA-1335,Punjab,Railway,204.0,1092,41.5,739,0,49.4,64.5,2.2,26.8,1
LA-1336,Jharkhand,Dam/Reservoir,22.5,951,51.3,279,2,29.9,66.9,2.7,32.4,1
LA-1337,Tamil Nadu,Irrigation Canal,18.0,833,57.5,733,0,73.9,71.8,3.1,12.5,0
LA-1338,West Bengal,Railway,31.0,1267,79.5,898,0,70.4,95.1,5.2,86.2,1
LA-1339,Jharkhand,Industrial Corridor,39.7,1978,88.3,356,0,52.7,88.8,4.3,53.5,0
LA-1340,Telangana,Power Transmission Line,19.9,813,9.8,573,0,68.4,58.4,8.2,15.2,0
LA-1341,Madhya Pradesh,Highway,49.3,135,33.1,705,1,67.0,71.6,3.7,64.9,1
LA-1342,Odisha,Port Development,53.3,1832,30.3,707,2,30.4,88.4,4.8,62.1,1
LA-1343,Gujarat,Port Development,67.6,1864,74.4,193,1,26.7,86.7,2.1,36.9,0
LA-1344,Assam,Urban Metro,27.0,648,67.2,866,0,48.1,79.8,3.4,48.0,1
LA-1345,Madhya Pradesh,Industrial Corridor,99.3,1005,53.9,457,0,24.1,66.6,8.0,38.2,0
LA-1346,Jharkhand,Power Transmission Line,64.4,1725,65.2,47,0,41.2,39.2,7.4,14.1,0
LA-1347,Assam,Industrial Corridor,22.1,1009,62.1,115,0,40.5,74.7,4.6,60.9,0
LA-1348,Bihar,Industrial Corridor,19.8,964,73.5,657,0,33.2,41.4,6.2,39.8,0
LA-1349,Bihar,Railway,32.7,1844,70.3,389,0,14.3,88.3,5.1,83.3,0
LA-1350,Gujarat,Highway,53.4,1658,82.4,106,1,34.2,55.6,9.1,41.0,0
LA-1351,Uttar Pradesh,Irrigation Canal,59.2,1017,69.3,473,0,27.9,93.7,4.6,80.5,0
LA-1352,Madhya Pradesh,Power Transmission Line,64.3,327,65.1,543,2,30.8,41.4,7.5,67.3,1
LA-1353,Rajasthan,Railway,154.5,879,57.9,81,1,52.7,29.9,3.0,89.6,1
LA-1354,Jharkhand,Highway,7.0,1354,53.2,321,0,36.8,50.3,4.9,62.0,0
LA-1355,Jharkhand,Port Development,37.9,548,50.6,421,0,50.8,87.9,5.8,48.1,0
LA-1356,Bihar,Irrigation Canal,146.1,1076,54.5,704,0,14.3,78.4,1.9,80.7,1
LA-1357,Assam,Industrial Corridor,69.8,1319,78.7,589,1,56.9,89.5,6.3,2.8,0
LA-1358,Maharashtra,Industrial Corridor,17.0,174,65.5,87,1,27.4,68.0,6.2,32.2,0
LA-1359,Kerala,Urban Metro,47.5,1141,37.8,556,1,19.6,77.2,2.4,32.8,1
LA-1360,Haryana,Urban Metro,36.1,1476,4.8,813,0,27.6,83.3,10.0,44.2,0
LA-1361,Assam,Irrigation Canal,35.1,432,43.7,58,2,24.1,93.1,1.8,28.3,1
LA-1362,West Bengal,Port Development,26.6,1099,72.3,888,0,30.4,58.8,9.1,48.3,0
LA-1363,Assam,Irrigation Canal,44.7,1420,79.5,94,1,77.9,55.5,5.4,4.9,0
LA-1364,Maharashtra,Port Development,87.2,93,49.5,564,1,19.0,68.4,3.0,6.7,1
LA-1365,Gujarat,Power Transmission Line,28.6,1289,24.8,322,0,43.6,70.3,2.0,66.8,0
LA-1366,Karnataka,Highway,64.7,523,40.1,660,0,61.3,75.9,7.3,47.9,0
LA-1367,Tamil Nadu,Port Development,72.7,797,72.1,759,1,55.3,92.8,7.8,19.1,0
LA-1368,Uttar Pradesh,Highway,98.8,1297,45.5,768,0,12.4,78.6,7.1,69.5,1
LA-1369,Punjab,Port Development,19.5,13,60.3,784,1,37.3,22.2,4.8,61.5,0
LA-1370,Tamil Nadu,Highway,42.0,38,41.5,736,0,13.2,87.6,2.6,26.2,0
LA-1371,Telangana,Railway,24.0,895,27.5,285,1,89.1,74.3,8.1,35.8,0
LA-1372,Rajasthan,Industrial Corridor,44.7,1899,66.0,424,0,57.7,29.6,8.8,10.2,0
LA-1373,Tamil Nadu,Dam/Reservoir,44.5,17,37.1,649,1,30.5,72.9,4.5,53.0,1
LA-1374,Assam,Power Transmission Line,15.3,1578,4.6,159,0,37.8,63.7,8.6,40.2,0
LA-1375,Maharashtra,Highway,46.7,154,30.4,523,1,11.0,89.1,6.7,52.2,0
LA-1376,Kerala,Railway,159.5,980,40.0,481,1,79.1,62.4,5.7,29.2,0
LA-1377,Kerala,Dam/Reservoir,59.4,864,71.2,885,0,32.4,94.4,6.5,32.1,0
LA-1378,Rajasthan,Urban Metro,12.4,938,33.0,54,1,37.1,71.2,2.0,28.7,0
LA-1379,Madhya Pradesh,Highway,18.4,168,69.2,94,3,9.4,70.7,2.1,50.9,1
LA-1380,Uttar Pradesh,Power Transmission Line,40.4,1508,25.8,36,0,54.0,85.0,7.5,35.0,0
LA-1381,Assam,Irrigation Canal,18.8,554,44.1,497,1,12.8,82.1,9.7,30.0,0
LA-1382,Jharkhand,Railway,95.3,1543,76.6,500,2,68.9,68.5,5.6,20.8,0
LA-1383,West Bengal,Port Development,10.9,1312,58.0,537,0,27.3,81.2,1.5,80.1,1
LA-1384,Uttar Pradesh,Industrial Corridor,59.7,1104,62.1,225,1,35.1,75.0,1.6,35.0,0
LA-1385,Maharashtra,Railway,8.6,620,51.1,283,0,31.7,10.3,5.2,42.1,0
LA-1386,Maharashtra,Urban Metro,39.9,1306,51.4,381,1,35.7,59.8,6.9,26.3,1
LA-1387,Haryana,Power Transmission Line,16.4,1995,58.8,51,0,53.2,87.1,2.4,21.0,0
LA-1388,Assam,Highway,67.5,1846,39.9,679,0,38.4,98.4,1.3,24.6,0
LA-1389,Bihar,Power Transmission Line,84.7,1833,12.6,56,2,68.3,65.2,7.6,49.3,0
LA-1390,Kerala,Railway,53.3,443,31.8,603,0,81.2,64.3,2.3,60.0,0
LA-1391,Bihar,Railway,87.4,1172,39.9,413,2,12.2,28.2,4.9,24.6,0
LA-1392,Tamil Nadu,Dam/Reservoir,2.4,798,56.6,898,0,24.5,60.2,7.6,44.3,0
LA-1393,Odisha,Urban Metro,46.3,1934,58.2,626,0,39.1,76.2,2.1,17.4,0
LA-1394,Kerala,Railway,59.1,1900,23.9,433,0,33.9,85.6,5.0,60.0,1
LA-1395,Haryana,Port Development,64.6,1736,36.0,633,0,88.0,37.7,2.0,5.1,1
LA-1396,Uttar Pradesh,Industrial Corridor,56.6,329,54.9,114,0,63.2,88.6,4.1,64.9,1
LA-1397,West Bengal,Port Development,65.5,641,55.5,171,1,44.0,86.1,9.2,37.6,0
LA-1398,Madhya Pradesh,Urban Metro,45.9,1423,65.4,454,1,44.9,77.8,7.2,69.6,0
LA-1399,Madhya Pradesh,Irrigation Canal,12.5,1500,55.1,773,1,36.5,98.9,1.2,60.9,1
LA-1400,Jharkhand,Industrial Corridor,26.4,703,77.1,739,1,25.3,82.1,2.2,59.6,0
LA-1401,Punjab,Industrial Corridor,95.6,277,13.9,345,1,40.8,87.2,3.6,53.0,0
LA-1402,Tamil Nadu,Urban Metro,88.5,278,30.4,262,0,48.7,85.0,9.1,32.7,0
LA-1403,Jharkhand,Railway,58.3,1370,50.9,868,1,38.8,81.9,7.7,66.8,1
LA-1404,Karnataka,Irrigation Canal,68.5,911,44.6,513,1,40.1,67.2,6.6,37.0,0
LA-1405,Gujarat,Railway,81.5,984,68.8,115,0,81.9,41.1,2.4,27.8,0
LA-1406,Rajasthan,Irrigation Canal,57.8,1631,25.6,210,1,10.1,25.4,9.4,30.5,0
LA-1407,Bihar,Railway,93.8,38,44.3,754,1,2.6,72.2,8.3,46.0,1
LA-1408,Assam,Highway,91.7,1510,63.6,809,2,63.0,77.6,3.2,17.3,1
LA-1409,Uttar Pradesh,Dam/Reservoir,192.1,552,79.9,818,0,75.1,61.0,4.6,32.2,0
LA-1410,Bihar,Highway,27.3,1862,77.6,16,0,23.3,90.2,4.9,38.3,0
LA-1411,West Bengal,Dam/Reservoir,27.8,1910,27.7,742,1,39.1,35.7,6.3,83.2,1
LA-1412,Madhya Pradesh,Highway,54.8,1006,48.9,109,1,37.1,74.4,4.4,89.8,0
LA-1413,Bihar,Port Development,140.5,635,34.4,729,1,30.8,89.1,2.9,28.8,1
LA-1414,Uttar Pradesh,Irrigation Canal,98.8,470,37.9,794,0,19.8,80.9,7.0,26.9,0
LA-1415,Telangana,Industrial Corridor,74.4,367,53.1,331,0,33.0,52.5,7.1,87.9,0
LA-1416,Jharkhand,Irrigation Canal,103.3,1998,74.1,182,0,32.5,80.9,5.0,55.7,0
LA-1417,Maharashtra,Power Transmission Line,59.8,379,72.9,644,0,72.8,54.9,5.4,40.6,0
LA-1418,Madhya Pradesh,Power Transmission Line,33.0,895,80.2,70,0,43.3,86.2,1.5,28.9,0
LA-1419,Gujarat,Industrial Corridor,163.4,961,65.1,525,1,42.0,79.1,5.1,30.9,0
LA-1420,Assam,Power Transmission Line,56.7,1359,41.7,305,0,48.3,68.4,8.2,6.3,0
LA-1421,Kerala,Industrial Corridor,90.4,1686,54.8,387,0,19.2,66.8,6.3,41.3,1
LA-1422,Punjab,Port Development,2.4,1118,39.8,744,0,38.9,74.8,9.3,40.0,0
LA-1423,Odisha,Power Transmission Line,3.2,1517,89.3,893,1,30.0,87.5,7.4,36.7,0
LA-1424,Rajasthan,Irrigation Canal,47.4,1135,52.0,367,0,56.1,70.8,8.0,59.5,0
LA-1425,West Bengal,Railway,18.8,876,74.8,268,0,49.6,72.5,5.1,39.9,0
LA-1426,Haryana,Irrigation Canal,50.7,319,77.9,752,2,16.2,18.9,2.6,30.0,1
LA-1427,Punjab,Railway,27.7,421,66.7,377,1,64.6,94.2,9.2,18.8,0
LA-1428,Uttar Pradesh,Railway,210.0,867,29.7,187,1,22.7,86.1,6.9,56.9,0
LA-1429,Kerala,Dam/Reservoir,85.5,96,38.5,813,1,37.6,88.2,9.2,9.4,0
LA-1430,Maharashtra,Highway,110.0,636,43.7,892,0,65.9,88.3,6.6,14.9,0
LA-1431,Kerala,Power Transmission Line,4.3,927,24.6,267,0,82.8,94.1,5.1,70.6,0
LA-1432,Haryana,Port Development,73.7,947,45.5,150,0,54.7,63.1,2.2,37.2,0
LA-1433,Bihar,Dam/Reservoir,36.2,1630,69.5,145,0,76.4,65.8,4.6,38.2,0
LA-1434,Rajasthan,Railway,111.4,1935,58.5,542,0,70.2,44.1,6.4,21.7,0
LA-1435,Maharashtra,Railway,66.4,1460,24.3,285,2,57.8,94.4,9.4,62.3,1
LA-1436,Odisha,Irrigation Canal,40.5,163,37.9,564,0,50.5,42.8,8.5,73.1,0
LA-1437,Assam,Industrial Corridor,13.9,820,77.5,685,1,65.2,73.0,5.6,61.2,1
LA-1438,Maharashtra,Dam/Reservoir,46.7,1461,30.4,15,0,95.0,90.8,5.0,51.3,0
LA-1439,Rajasthan,Railway,94.1,1191,80.4,775,1,40.3,82.7,1.3,57.0,0
LA-1440,Jharkhand,Railway,115.7,918,50.7,35,0,22.5,70.6,4.2,18.2,0
LA-1441,Madhya Pradesh,Irrigation Canal,31.3,875,46.9,111,1,23.1,77.6,9.8,18.9,0
LA-1442,Bihar,Port Development,188.4,814,32.8,655,0,49.6,79.9,7.7,52.5,0
LA-1443,Karnataka,Highway,89.2,1160,42.3,563,2,62.0,99.2,5.7,42.2,0
LA-1444,Gujarat,Power Transmission Line,19.2,361,30.9,880,1,11.5,57.0,8.8,27.5,0
LA-1445,Telangana,Highway,15.3,1037,72.1,514,0,58.5,24.3,1.2,22.9,0
LA-1446,Tamil Nadu,Railway,38.1,415,75.8,381,0,35.7,85.7,9.6,38.6,0
LA-1447,Jharkhand,Dam/Reservoir,31.2,1363,39.1,605,0,74.6,81.0,7.3,18.6,0
LA-1448,Gujarat,Highway,60.2,1730,84.2,688,0,63.3,61.3,1.1,75.4,1
LA-1449,Madhya Pradesh,Irrigation Canal,43.1,1017,64.6,607,1,34.6,99.3,7.3,33.8,0
LA-1450,Jharkhand,Dam/Reservoir,33.4,778,8.0,339,1,25.5,77.3,1.7,24.0,1
LA-1451,Assam,Industrial Corridor,9.2,1881,44.5,863,1,37.6,36.3,6.8,40.6,1
LA-1452,Karnataka,Highway,67.9,1321,80.4,278,0,41.3,64.1,3.7,47.5,0
LA-1453,Uttar Pradesh,Power Transmission Line,8.3,858,39.8,318,2,66.9,21.5,2.9,26.4,1
LA-1454,Odisha,Dam/Reservoir,89.4,62,11.9,257,0,40.7,75.7,6.7,30.0,0
LA-1455,Gujarat,Power Transmission Line,5.0,36,76.0,276,1,16.9,77.9,4.9,73.5,0
LA-1456,Bihar,Industrial Corridor,7.8,446,45.7,199,0,55.3,74.6,1.6,10.1,0
LA-1457,Telangana,Industrial Corridor,19.1,476,47.3,527,1,55.4,99.1,8.4,51.5,0
LA-1458,Haryana,Urban Metro,29.0,1444,19.8,658,0,71.5,32.1,3.4,9.0,0
LA-1459,Maharashtra,Railway,24.1,1003,64.7,392,2,42.6,34.5,6.6,81.6,0
LA-1460,Kerala,Port Development,28.9,1999,37.2,831,0,64.6,75.4,6.5,30.1,0
LA-1461,Bihar,Dam/Reservoir,51.4,1083,41.0,431,0,46.8,69.8,1.5,21.1,0
LA-1462,Kerala,Railway,19.5,1806,93.7,425,1,26.2,24.2,10.0,18.1,0
LA-1463,Rajasthan,Port Development,51.8,1107,37.3,71,0,14.9,97.4,5.0,49.5,0
LA-1464,Uttar Pradesh,Port Development,2.4,719,52.5,814,0,31.9,67.9,2.8,30.1,0
LA-1465,Jharkhand,Urban Metro,18.8,1430,61.5,141,1,12.4,84.7,4.9,7.9,1
LA-1466,Bihar,Irrigation Canal,7.3,901,84.3,156,1,44.5,49.4,6.4,82.2,0
LA-1467,Odisha,Power Transmission Line,88.7,552,21.6,842,0,43.1,92.4,1.0,65.4,1
LA-1468,Bihar,Port Development,22.0,949,42.2,472,0,31.5,89.4,3.7,5.0,0
LA-1469,Assam,Railway,64.9,1331,12.2,70,0,81.4,48.8,5.8,58.6,0
LA-1470,Kerala,Port Development,5.8,754,41.0,403,0,17.1,68.1,7.3,31.8,0
LA-1471,Punjab,Dam/Reservoir,114.4,1409,43.1,535,0,38.7,74.3,3.8,33.1,1
LA-1472,Rajasthan,Urban Metro,45.0,1961,55.7,18,0,53.4,54.0,4.6,31.8,0
LA-1473,Karnataka,Irrigation Canal,41.1,825,57.6,681,0,15.4,86.9,3.0,34.1,0
LA-1474,Telangana,Industrial Corridor,9.3,593,46.6,604,0,80.2,96.3,3.6,15.0,0
LA-1475,Punjab,Highway,16.7,807,74.5,20,0,86.8,55.7,7.2,4.5,0
LA-1476,Haryana,Dam/Reservoir,34.3,1677,36.3,560,0,58.0,93.3,4.0,19.7,0
LA-1477,Uttar Pradesh,Irrigation Canal,17.3,361,13.6,208,0,13.9,78.3,3.5,43.8,0
LA-1478,Telangana,Highway,82.8,1947,31.5,663,2,65.8,62.3,3.7,38.2,0
LA-1479,Maharashtra,Port Development,44.0,830,49.0,345,0,38.2,88.5,6.5,25.7,0
LA-1480,Madhya Pradesh,Urban Metro,17.5,1684,31.6,189,2,48.7,64.3,6.0,28.8,1
LA-1481,Haryana,Industrial Corridor,74.1,1574,47.0,461,0,94.2,91.6,4.7,4.0,0
LA-1482,Madhya Pradesh,Highway,30.7,1568,37.9,404,2,40.9,98.0,6.7,90.3,0
LA-1483,Punjab,Port Development,71.7,1818,79.6,314,1,72.4,91.2,6.8,56.8,0
LA-1484,Karnataka,Urban Metro,26.7,373,47.9,791,1,17.7,71.0,1.1,46.5,0
LA-1485,West Bengal,Port Development,61.7,1189,60.3,587,0,58.6,91.9,4.1,57.3,0
LA-1486,Tamil Nadu,Port Development,29.8,202,76.9,443,1,9.6,95.6,3.2,53.7,1
LA-1487,Gujarat,Railway,82.8,602,21.0,211,0,36.7,82.7,8.5,26.7,0
LA-1488,Punjab,Railway,6.0,85,46.5,516,0,62.1,54.2,3.5,10.3,0
LA-1489,Odisha,Dam/Reservoir,12.8,1366,51.5,32,0,67.6,60.9,3.9,18.3,0
LA-1490,Assam,Industrial Corridor,36.9,1217,48.2,797,0,23.2,53.4,5.8,5.2,0
LA-1491,Haryana,Power Transmission Line,22.9,1481,62.1,11,1,46.7,61.7,5.9,57.1,0
LA-1492,Punjab,Irrigation Canal,29.0,356,15.4,631,1,63.5,78.9,8.3,72.1,0
LA-1493,Odisha,Urban Metro,66.9,667,32.4,317,2,63.8,80.7,4.5,52.0,1
LA-1494,Madhya Pradesh,Port Development,28.5,1354,61.5,650,0,56.4,85.1,3.5,19.7,0
LA-1495,Rajasthan,Highway,53.2,1653,22.3,331,0,70.0,54.2,6.5,55.4,0
LA-1496,Maharashtra,Industrial Corridor,18.7,1771,74.3,33,2,72.8,87.1,7.6,42.1,0
LA-1497,Tamil Nadu,Dam/Reservoir,4.5,152,75.1,854,1,38.9,80.4,9.9,67.8,1
LA-1498,Assam,Irrigation Canal,71.4,808,40.2,691,0,34.7,48.9,6.6,86.8,1
LA-1499,Rajasthan,Irrigation Canal,132.1,26,52.3,49,1,32.5,50.0,5.4,29.6,0
LA-1500,Maharashtra,Dam/Reservoir,49.1,1637,42.5,39,0,32.0,52.3,2.2,13.3,0
LA-1501,Telangana,Highway,38.5,250,47.8,481,1,42.2,87.8,9.9,43.4,0
LA-1502,Jharkhand,Power Transmission Line,45.2,1645,20.3,861,3,31.4,90.5,7.2,31.0,1
LA-1503,Haryana,Power Transmission Line,103.8,316,56.6,524,0,66.4,84.4,2.5,24.1,0
LA-1504,Madhya Pradesh,Port Development,49.5,35,23.5,19,0,79.4,70.1,5.1,38.3,0
LA-1505,Karnataka,Railway,73.9,1758,67.5,632,1,51.9,70.2,6.0,49.0,1
LA-1506,Gujarat,Power Transmission Line,71.6,880,42.3,390,1,59.6,77.6,3.0,7.1,0
LA-1507,West Bengal,Railway,87.7,852,59.1,578,0,7.0,86.9,7.6,36.5,0
LA-1508,Madhya Pradesh,Port Development,37.8,1295,14.9,321,2,59.0,98.1,6.9,46.9,1
LA-1509,West Bengal,Urban Metro,26.4,553,34.2,17,1,24.4,79.7,3.1,70.1,0
LA-1510,Jharkhand,Power Transmission Line,62.2,1383,52.4,26,1,37.4,47.4,9.9,36.6,0
LA-1511,Kerala,Power Transmission Line,83.4,861,53.6,572,0,60.8,83.2,9.5,39.8,0
LA-1512,Haryana,Railway,94.6,548,42.7,575,0,60.8,60.9,3.4,25.3,0
LA-1513,Haryana,Dam/Reservoir,112.6,792,75.9,296,0,49.7,48.9,5.0,2.9,0
LA-1514,Jharkhand,Urban Metro,78.2,17,41.1,83,1,63.9,98.1,9.1,11.0,0
LA-1515,Maharashtra,Irrigation Canal,25.1,606,57.0,697,0,20.6,97.0,4.7,64.4,0
LA-1516,Assam,Power Transmission Line,49.0,1184,26.3,144,0,69.1,53.3,9.6,49.8,0
LA-1517,Maharashtra,Urban Metro,45.8,280,59.8,177,0,68.9,89.0,2.8,14.8,0
LA-1518,Karnataka,Urban Metro,42.0,241,63.6,412,1,35.6,60.1,7.5,43.8,0
LA-1519,Odisha,Power Transmission Line,62.3,1313,56.6,647,2,36.8,77.2,6.4,28.4,1
LA-1520,Tamil Nadu,Irrigation Canal,35.1,859,58.3,895,1,55.3,68.3,4.1,1.8,1
LA-1521,Bihar,Urban Metro,35.1,277,71.5,566,0,43.9,84.5,7.5,31.0,0
LA-1522,West Bengal,Urban Metro,137.5,1496,53.1,864,0,21.6,70.9,1.2,52.5,1
LA-1523,Haryana,Industrial Corridor,39.4,1551,69.2,590,0,61.8,30.5,3.1,47.3,1
LA-1524,Tamil Nadu,Highway,87.3,74,41.7,764,0,23.2,9.2,3.4,72.5,1
LA-1525,Madhya Pradesh,Power Transmission Line,90.8,407,24.0,166,0,40.8,39.7,2.1,29.5,0
LA-1526,Assam,Industrial Corridor,50.1,743,56.4,60,1,13.2,89.7,1.3,41.2,0
LA-1527,Bihar,Dam/Reservoir,36.3,1464,85.9,605,1,57.5,71.5,4.2,34.6,1
LA-1528,Assam,Industrial Corridor,19.4,152,19.7,877,1,42.4,87.2,3.0,27.6,0
LA-1529,Assam,Irrigation Canal,8.2,1612,88.1,665,0,54.3,85.4,2.2,16.1,0
LA-1530,Odisha,Industrial Corridor,65.5,642,32.5,315,0,75.7,32.7,2.4,34.7,0
LA-1531,Bihar,Railway,56.3,255,46.8,445,2,77.2,83.2,8.4,43.5,0
LA-1532,Bihar,Highway,72.6,1727,34.6,109,1,59.5,91.5,1.9,68.5,0
